901	1	0	0	0
902	1	0	0	0
903	1	0	0	0
904	1	0	0	0
905	1	0	0	0
906	1	0	0	0
907	1	0	0	0
908	1	0	0	0
909	1	0	0	0
910	1	0	0	0
911	1	0	0	0
912	1	0	0	0
913	1	0	0	0
914	1	0	0	0
915	1	0	0	0
916	1	0	0	0
917	1	0	0	0
918	1	0	0	0
919	1	0	0	0
920	1	0	0	0
921	1	0	0	0
922	1	0	0	0
923	1	0	0	0
924	1	0	0	0
925	1	0	0	0
926	1	0	0	0
927	1	0	0	0
928	1	0	0	0
929	1	0	0	0
930	1	0	0	0
931	1	0	0	0
932	1	0	0	0
933	1	0	0	0
934	1	0	0	0
935	1	0	0	0
936	1	0	0	0
937	1	0	0	0
938	1	0	0	0
939	1	0	0	0
940	1	0	0	0
941	1	0	0	0
942	1	0	0	0
943	1	0	0	0
944	1	0	0	0
945	1	0	0	0
946	1	0	0	0
947	1	0	0	0
948	1	1	1	0
949	1	3	3	0
950	1	3	3	0
951	1	2	2	0
952	1	0	0	0
953	1	0	0	0
954	1	0	0	0
955	1	0	0	0
956	1	0	0	0
957	1	0	0	0
958	1	0	0	0
959	1	0	0	0
960	1	0	0	0
961	1	0	0	0
962	1	0	0	0
963	1	0	0	0
964	1	0	0	0
965	1	0	0	0
966	1	0	0	0
967	1	1	1	0
968	1	3	3	0
969	1	5	8	0
970	1	7	12	0
971	1	7	10	0
972	1	5	5	0
973	1	0	0	0
974	1	0	0	0
975	1	0	0	0
976	1	0	0	0
977	1	0	0	0
978	1	0	0	0
979	1	0	0	0
980	1	0	0	0
981	1	0	0	0
982	1	0	0	0
983	1	0	0	0
984	1	0	0	0
985	1	0	0	0
986	1	0	0	0
987	1	1	1	0
988	1	5	7	0
989	1	7	17	2
990	1	9	26	3
991	1	11	25	0
992	1	10	15	0
993	1	5	5	0
994	1	0	0	0
995	1	0	0	0
996	1	0	0	0
997	1	0	0	0
998	1	0	0	0
999	1	0	0	0
1000	1	0	0	0
1001	1	0	0	0
1002	1	0	0	0
1003	1	0	0	0
1004	1	0	0	0
1005	1	0	0	0
1006	1	0	0	0
1007	1	1	1	0
1008	1	5	6	0
1009	1	9	19	0
1010	1	11	33	3
1011	1	13	38	3
1012	1	14	30	0
1013	1	10	15	0
1014	1	5	5	0
1015	1	0	0	0
1016	1	0	0	0
1017	1	0	0	0
1018	1	0	0	0
1019	1	0	0	0
1020	1	0	0	0
1021	1	0	0	0
1022	1	0	0	0
1023	1	0	0	0
1024	1	0	0	0
1025	1	0	0	0
1026	1	0	0	0
1027	1	0	0	0
1028	1	4	4	0
1029	1	9	14	0
1030	1	13	29	0
1031	1	15	40	3
1032	1	15	40	3
1033	1	14	30	0
1034	1	10	15	0
1035	1	5	5	0
1036	1	0	0	0
1037	1	0	0	0
1038	1	0	0	0
1039	1	0	0	0
1040	1	0	0	0
1041	1	0	0	0
1042	1	0	0	0
1043	1	0	0	0
1044	1	0	0	0
1045	1	0	0	0
1046	1	0	0	0
1047	1	0	0	0
1048	1	0	0	0
1049	1	5	5	0
1050	1	10	15	0
1051	1	14	30	0
1052	1	15	40	3
1053	1	15	40	3
1054	1	14	30	0
1055	1	10	15	0
1056	1	5	5	0
1057	1	0	0	0
1058	1	0	0	0
1059	1	0	0	0
1060	1	0	0	0
1061	1	0	0	0
1062	1	0	0	0
1063	1	0	0	0
1064	1	0	0	0
1065	1	0	0	0
1066	1	0	0	0
1067	1	0	0	0
1068	1	0	0	0
1069	1	0	0	0
1070	1	5	5	0
1071	1	10	15	0
1072	1	14	30	0
1073	1	15	40	3
1074	1	15	40	3
1075	1	14	30	0
1076	1	10	15	0
1077	1	5	5	0
1078	1	0	0	0
1079	1	0	0	0
1080	1	0	0	0
1081	1	0	0	0
1082	1	0	0	0
1083	1	0	0	0
1084	1	0	0	0
1085	1	0	0	0
1086	1	0	0	0
1087	1	0	0	0
1088	1	0	0	0
1089	1	0	0	0
1090	1	0	0	0
1091	1	5	5	0
1092	1	10	15	0
1093	1	14	30	0
1094	1	15	40	3
1095	1	15	40	3
1096	1	14	30	0
1097	1	10	15	0
1098	1	5	5	0
1099	1	0	0	0
1100	1	0	0	0
1101	1	0	0	0
1102	1	0	0	0
1103	1	0	0	0
1104	1	0	0	0
1105	1	0	0	0
1106	1	0	0	0
1107	1	0	0	0
1108	1	0	0	0
1109	1	0	0	0
1110	1	0	0	0
1111	1	0	0	0
1112	1	5	5	0
1113	1	10	15	0
1114	1	14	30	0
1115	1	15	40	3
1116	1	15	40	3
1117	1	14	30	0
1118	1	10	15	0
1119	1	5	5	0
1120	1	0	0	0
1121	1	0	0	0
1122	1	0	0	0
1123	1	0	0	0
1124	1	0	0	0
1125	1	0	0	0
1126	1	0	0	0
1127	1	0	0	0
1128	1	0	0	0
1129	1	0	0	0
1130	1	0	0	0
1131	1	0	0	0
1132	1	0	0	0
1133	1	5	5	0
1134	1	10	15	0
1135	1	14	30	0
1136	1	15	40	3
1137	1	15	40	3
1138	1	13	29	0
1139	1	9	14	0
1140	1	0	0	0
1141	1	0	0	0
1142	1	0	0	0
1143	1	0	0	0
1144	1	0	0	0
1145	1	0	0	0
1146	1	0	0	0
1147	1	0	0	0
1148	1	0	0	0
1149	1	0	0	0
1150	1	0	0	0
1151	1	0	0	0
1152	1	0	0	0
1153	1	0	0	0
1154	1	5	5	0
1155	1	10	15	0
1156	1	14	30	0
1157	1	54	79	3
1158	1	53	118	3
1159	1	50	103	0
1160	1	0	0	0
1161	1	0	0	0
1162	1	0	0	0
1163	1	0	0	0
1164	1	0	0	0
1165	1	0	0	0
1166	1	0	0	0
1167	1	0	0	0
1168	1	0	0	0
1169	1	0	0	0
1170	1	0	0	0
1171	1	0	0	0
1172	1	0	0	0
1173	1	0	0	0
1174	1	0	0	0
1175	1	5	5	0
1176	1	10	15	0
1177	1	52	108	0
1178	1	51	195	3
1179	1	49	185	0
1180	1	0	0	0
1181	1	0	0	0
1182	1	0	0	0
1183	1	0	0	0
1184	1	0	0	0
1185	1	0	0	0
1186	1	0	0	0
1187	1	0	0	0
1188	1	0	0	0
1189	1	0	0	0
1190	1	0	0	0
1191	1	0	0	0
1192	1	0	0	0
1193	1	0	0	0
1194	1	0	0	0
1195	1	0	0	0
1196	1	5	5	0
1197	1	48	93	0
1198	1	48	181	0
1199	1	47	176	0
